
 ================ Running training with num_iterations = 22500 ================

================= Epoch number = 9 ,Size: 0.5320 =================

================= Epoch number = 9 ,Size: 0.5333 =================

================= Epoch number = 9 ,Size: 0.5347 =================

================= Epoch number = 9 ,Size: 0.5360 =================

================= Epoch number = 9 ,Size: 0.5373 =================

================= Epoch number = 9 ,Size: 0.5387 =================

================= Epoch number = 9 ,Size: 0.5400 =================

================= Epoch number = 9 ,Size: 0.5413 =================
New best validation accuracy: 0.9087 at iteration 6405






================= Epoch number = 9 ,Size: 0.5427 =================

================= Epoch number = 9 ,Size: 0.5440 =================

================= Epoch number = 9 ,Size: 0.5453 =================

================= Epoch number = 9 ,Size: 0.5467 =================

================= Epoch number = 9 ,Size: 0.5480 =================
New best validation accuracy: 0.9088 at iteration 6410






================= Epoch number = 9 ,Size: 0.5493 =================

================= Epoch number = 9 ,Size: 0.5507 =================

================= Epoch number = 9 ,Size: 0.5520 =================

================= Epoch number = 9 ,Size: 0.5533 =================

================= Epoch number = 9 ,Size: 0.5547 =================

================= Epoch number = 9 ,Size: 0.5560 =================

================= Epoch number = 9 ,Size: 0.5573 =================

================= Epoch number = 9 ,Size: 0.5587 =================

================= Epoch number = 9 ,Size: 0.5600 =================

================= Epoch number = 9 ,Size: 0.5613 =================

================= Epoch number = 9 ,Size: 0.5627 =================

================= Epoch number = 9 ,Size: 0.5640 =================

================= Epoch number = 9 ,Size: 0.5653 =================

================= Epoch number = 9 ,Size: 0.5667 =================

================= Epoch number = 9 ,Size: 0.5680 =================

================= Epoch number = 9 ,Size: 0.5693 =================

================= Epoch number = 9 ,Size: 0.5707 =================

================= Epoch number = 9 ,Size: 0.5720 =================

================= Epoch number = 9 ,Size: 0.5733 =================

================= Epoch number = 9 ,Size: 0.5747 =================

================= Epoch number = 9 ,Size: 0.5760 =================

================= Epoch number = 9 ,Size: 0.5773 =================

================= Epoch number = 9 ,Size: 0.5787 =================

================= Epoch number = 9 ,Size: 0.5800 =================

================= Epoch number = 9 ,Size: 0.5813 =================

================= Epoch number = 9 ,Size: 0.5827 =================

================= Epoch number = 9 ,Size: 0.5840 =================

================= Epoch number = 9 ,Size: 0.5853 =================

================= Epoch number = 9 ,Size: 0.5867 =================

================= Epoch number = 9 ,Size: 0.5880 =================

================= Epoch number = 9 ,Size: 0.5893 =================

================= Epoch number = 9 ,Size: 0.5907 =================

================= Epoch number = 9 ,Size: 0.5920 =================

================= Epoch number = 9 ,Size: 0.5933 =================

================= Epoch number = 9 ,Size: 0.5947 =================
New best validation accuracy: 0.9090 at iteration 6445






================= Epoch number = 9 ,Size: 0.5960 =================

================= Epoch number = 9 ,Size: 0.5973 =================

================= Epoch number = 9 ,Size: 0.5987 =================

================= Epoch number = 9 ,Size: 0.6000 =================

================= Epoch number = 9 ,Size: 0.6013 =================

================= Epoch number = 9 ,Size: 0.6027 =================

================= Epoch number = 9 ,Size: 0.6040 =================

================= Epoch number = 9 ,Size: 0.6053 =================

================= Epoch number = 9 ,Size: 0.6067 =================

================= Epoch number = 9 ,Size: 0.6080 =================

================= Epoch number = 9 ,Size: 0.6093 =================

================= Epoch number = 9 ,Size: 0.6107 =================

================= Epoch number = 9 ,Size: 0.6120 =================

================= Epoch number = 9 ,Size: 0.6133 =================

================= Epoch number = 9 ,Size: 0.6147 =================
New best validation accuracy: 0.9093 at iteration 6460






================= Epoch number = 9 ,Size: 0.6160 =================

================= Epoch number = 9 ,Size: 0.6173 =================

================= Epoch number = 9 ,Size: 0.6187 =================

================= Epoch number = 9 ,Size: 0.6200 =================

================= Epoch number = 9 ,Size: 0.6213 =================

================= Epoch number = 9 ,Size: 0.6227 =================

================= Epoch number = 9 ,Size: 0.6240 =================

================= Epoch number = 9 ,Size: 0.6253 =================

================= Epoch number = 9 ,Size: 0.6267 =================

================= Epoch number = 9 ,Size: 0.6280 =================

================= Epoch number = 9 ,Size: 0.6293 =================

================= Epoch number = 9 ,Size: 0.6307 =================

================= Epoch number = 9 ,Size: 0.6320 =================

================= Epoch number = 9 ,Size: 0.6333 =================

================= Epoch number = 9 ,Size: 0.6347 =================

================= Epoch number = 9 ,Size: 0.6360 =================

================= Epoch number = 9 ,Size: 0.6373 =================

================= Epoch number = 9 ,Size: 0.6387 =================

================= Epoch number = 9 ,Size: 0.6400 =================

================= Epoch number = 9 ,Size: 0.6413 =================

================= Epoch number = 9 ,Size: 0.6427 =================

================= Epoch number = 9 ,Size: 0.6440 =================

================= Epoch number = 9 ,Size: 0.6453 =================

================= Epoch number = 9 ,Size: 0.6467 =================

================= Epoch number = 9 ,Size: 0.6480 =================

================= Epoch number = 9 ,Size: 0.6493 =================

================= Epoch number = 9 ,Size: 0.6507 =================

================= Epoch number = 9 ,Size: 0.6520 =================

================= Epoch number = 9 ,Size: 0.6533 =================

================= Epoch number = 9 ,Size: 0.6547 =================

================= Epoch number = 9 ,Size: 0.6560 =================

================= Epoch number = 9 ,Size: 0.6573 =================

================= Epoch number = 9 ,Size: 0.6587 =================

================= Epoch number = 9 ,Size: 0.6600 =================

================= Epoch number = 9 ,Size: 0.6613 =================

================= Epoch number = 9 ,Size: 0.6627 =================

================= Epoch number = 9 ,Size: 0.6640 =================

================= Epoch number = 9 ,Size: 0.6653 =================

================= Epoch number = 9 ,Size: 0.6667 =================

================= Epoch number = 9 ,Size: 0.6680 =================

================= Epoch number = 9 ,Size: 0.6693 =================

================= Epoch number = 9 ,Size: 0.6707 =================

================= Epoch number = 9 ,Size: 0.6720 =================

================= Epoch number = 9 ,Size: 0.6733 =================

================= Epoch number = 9 ,Size: 0.6747 =================

================= Epoch number = 9 ,Size: 0.6760 =================

================= Epoch number = 9 ,Size: 0.6773 =================

================= Epoch number = 9 ,Size: 0.6787 =================

================= Epoch number = 9 ,Size: 0.6800 =================

================= Epoch number = 9 ,Size: 0.6813 =================

================= Epoch number = 9 ,Size: 0.6827 =================

================= Epoch number = 9 ,Size: 0.6840 =================

================= Epoch number = 9 ,Size: 0.6853 =================

================= Epoch number = 9 ,Size: 0.6867 =================

================= Epoch number = 9 ,Size: 0.6880 =================

================= Epoch number = 9 ,Size: 0.6893 =================

================= Epoch number = 9 ,Size: 0.6907 =================

================= Epoch number = 9 ,Size: 0.6920 =================

================= Epoch number = 9 ,Size: 0.6933 =================

================= Epoch number = 9 ,Size: 0.6947 =================

================= Epoch number = 9 ,Size: 0.6960 =================

================= Epoch number = 9 ,Size: 0.6973 =================

================= Epoch number = 9 ,Size: 0.6987 =================

================= Epoch number = 9 ,Size: 0.7000 =================

================= Epoch number = 9 ,Size: 0.7013 =================

================= Epoch number = 9 ,Size: 0.7027 =================

================= Epoch number = 9 ,Size: 0.7040 =================

================= Epoch number = 9 ,Size: 0.7053 =================

================= Epoch number = 9 ,Size: 0.7067 =================

================= Epoch number = 9 ,Size: 0.7080 =================

================= Epoch number = 9 ,Size: 0.7093 =================

================= Epoch number = 9 ,Size: 0.7107 =================

================= Epoch number = 9 ,Size: 0.7120 =================

================= Epoch number = 9 ,Size: 0.7133 =================

================= Epoch number = 9 ,Size: 0.7147 =================

================= Epoch number = 9 ,Size: 0.7160 =================

================= Epoch number = 9 ,Size: 0.7173 =================

================= Epoch number = 9 ,Size: 0.7187 =================

================= Epoch number = 9 ,Size: 0.7200 =================

================= Epoch number = 9 ,Size: 0.7213 =================

================= Epoch number = 9 ,Size: 0.7227 =================

================= Epoch number = 9 ,Size: 0.7240 =================

================= Epoch number = 9 ,Size: 0.7253 =================

================= Epoch number = 9 ,Size: 0.7267 =================

================= Epoch number = 9 ,Size: 0.7280 =================

================= Epoch number = 9 ,Size: 0.7293 =================

================= Epoch number = 9 ,Size: 0.7307 =================

================= Epoch number = 9 ,Size: 0.7320 =================

================= Epoch number = 9 ,Size: 0.7333 =================

================= Epoch number = 9 ,Size: 0.7347 =================

================= Epoch number = 9 ,Size: 0.7360 =================

================= Epoch number = 9 ,Size: 0.7373 =================

================= Epoch number = 9 ,Size: 0.7387 =================

================= Epoch number = 9 ,Size: 0.7400 =================

================= Epoch number = 9 ,Size: 0.7413 =================

================= Epoch number = 9 ,Size: 0.7427 =================

================= Epoch number = 9 ,Size: 0.7440 =================

================= Epoch number = 9 ,Size: 0.7453 =================

================= Epoch number = 9 ,Size: 0.7467 =================

================= Epoch number = 9 ,Size: 0.7480 =================

================= Epoch number = 9 ,Size: 0.7493 =================

================= Epoch number = 9 ,Size: 0.7507 =================

================= Epoch number = 9 ,Size: 0.7520 =================

================= Epoch number = 9 ,Size: 0.7533 =================

================= Epoch number = 9 ,Size: 0.7547 =================

================= Epoch number = 9 ,Size: 0.7560 =================

================= Epoch number = 9 ,Size: 0.7573 =================

================= Epoch number = 9 ,Size: 0.7587 =================

================= Epoch number = 9 ,Size: 0.7600 =================

================= Epoch number = 9 ,Size: 0.7613 =================

================= Epoch number = 9 ,Size: 0.7627 =================

================= Epoch number = 9 ,Size: 0.7640 =================

================= Epoch number = 9 ,Size: 0.7653 =================

================= Epoch number = 9 ,Size: 0.7667 =================

================= Epoch number = 9 ,Size: 0.7680 =================

================= Epoch number = 9 ,Size: 0.7693 =================

================= Epoch number = 9 ,Size: 0.7707 =================

================= Epoch number = 9 ,Size: 0.7720 =================

================= Epoch number = 9 ,Size: 0.7733 =================

================= Epoch number = 9 ,Size: 0.7747 =================

================= Epoch number = 9 ,Size: 0.7760 =================

================= Epoch number = 9 ,Size: 0.7773 =================

================= Epoch number = 9 ,Size: 0.7787 =================

================= Epoch number = 9 ,Size: 0.7800 =================

================= Epoch number = 9 ,Size: 0.7813 =================

================= Epoch number = 9 ,Size: 0.7827 =================

================= Epoch number = 9 ,Size: 0.7840 =================

================= Epoch number = 9 ,Size: 0.7853 =================

================= Epoch number = 9 ,Size: 0.7867 =================

================= Epoch number = 9 ,Size: 0.7880 =================

================= Epoch number = 9 ,Size: 0.7893 =================

================= Epoch number = 9 ,Size: 0.7907 =================

================= Epoch number = 9 ,Size: 0.7920 =================

================= Epoch number = 9 ,Size: 0.7933 =================

================= Epoch number = 9 ,Size: 0.7947 =================

================= Epoch number = 9 ,Size: 0.7960 =================

================= Epoch number = 9 ,Size: 0.7973 =================

================= Epoch number = 9 ,Size: 0.7987 =================

================= Epoch number = 9 ,Size: 0.8000 =================

================= Epoch number = 9 ,Size: 0.8013 =================

================= Epoch number = 9 ,Size: 0.8027 =================

================= Epoch number = 9 ,Size: 0.8040 =================

================= Epoch number = 9 ,Size: 0.8053 =================

================= Epoch number = 9 ,Size: 0.8067 =================

================= Epoch number = 9 ,Size: 0.8080 =================

================= Epoch number = 9 ,Size: 0.8093 =================

================= Epoch number = 9 ,Size: 0.8107 =================

================= Epoch number = 9 ,Size: 0.8120 =================

================= Epoch number = 9 ,Size: 0.8133 =================

================= Epoch number = 9 ,Size: 0.8147 =================

================= Epoch number = 9 ,Size: 0.8160 =================

================= Epoch number = 9 ,Size: 0.8173 =================

================= Epoch number = 9 ,Size: 0.8187 =================

================= Epoch number = 9 ,Size: 0.8200 =================

================= Epoch number = 9 ,Size: 0.8213 =================

================= Epoch number = 9 ,Size: 0.8227 =================

================= Epoch number = 9 ,Size: 0.8240 =================

================= Epoch number = 9 ,Size: 0.8253 =================

================= Epoch number = 9 ,Size: 0.8267 =================

================= Epoch number = 9 ,Size: 0.8280 =================

================= Epoch number = 9 ,Size: 0.8293 =================

================= Epoch number = 9 ,Size: 0.8307 =================

================= Epoch number = 9 ,Size: 0.8320 =================

================= Epoch number = 9 ,Size: 0.8333 =================

================= Epoch number = 9 ,Size: 0.8347 =================

================= Epoch number = 9 ,Size: 0.8360 =================

================= Epoch number = 9 ,Size: 0.8373 =================

================= Epoch number = 9 ,Size: 0.8387 =================

================= Epoch number = 9 ,Size: 0.8400 =================

================= Epoch number = 9 ,Size: 0.8413 =================

================= Epoch number = 9 ,Size: 0.8427 =================

================= Epoch number = 9 ,Size: 0.8440 =================

================= Epoch number = 9 ,Size: 0.8453 =================

================= Epoch number = 9 ,Size: 0.8467 =================

================= Epoch number = 9 ,Size: 0.8480 =================

================= Epoch number = 9 ,Size: 0.8493 =================

================= Epoch number = 9 ,Size: 0.8507 =================

================= Epoch number = 9 ,Size: 0.8520 =================

================= Epoch number = 9 ,Size: 0.8533 =================

================= Epoch number = 9 ,Size: 0.8547 =================

================= Epoch number = 9 ,Size: 0.8560 =================

================= Epoch number = 9 ,Size: 0.8573 =================

================= Epoch number = 9 ,Size: 0.8587 =================

================= Epoch number = 9 ,Size: 0.8600 =================

================= Epoch number = 9 ,Size: 0.8613 =================

================= Epoch number = 9 ,Size: 0.8627 =================

================= Epoch number = 9 ,Size: 0.8640 =================

================= Epoch number = 9 ,Size: 0.8653 =================

================= Epoch number = 9 ,Size: 0.8667 =================

================= Epoch number = 9 ,Size: 0.8680 =================

================= Epoch number = 9 ,Size: 0.8693 =================

================= Epoch number = 9 ,Size: 0.8707 =================

================= Epoch number = 9 ,Size: 0.8720 =================

================= Epoch number = 9 ,Size: 0.8733 =================

================= Epoch number = 9 ,Size: 0.8747 =================

================= Epoch number = 9 ,Size: 0.8760 =================

================= Epoch number = 9 ,Size: 0.8773 =================

================= Epoch number = 9 ,Size: 0.8787 =================

================= Epoch number = 9 ,Size: 0.8800 =================

================= Epoch number = 9 ,Size: 0.8813 =================

================= Epoch number = 9 ,Size: 0.8827 =================

================= Epoch number = 9 ,Size: 0.8840 =================

================= Epoch number = 9 ,Size: 0.8853 =================

================= Epoch number = 9 ,Size: 0.8867 =================

================= Epoch number = 9 ,Size: 0.8880 =================

================= Epoch number = 9 ,Size: 0.8893 =================

================= Epoch number = 9 ,Size: 0.8907 =================

================= Epoch number = 9 ,Size: 0.8920 =================

================= Epoch number = 9 ,Size: 0.8933 =================

================= Epoch number = 9 ,Size: 0.8947 =================

================= Epoch number = 9 ,Size: 0.8960 =================

================= Epoch number = 9 ,Size: 0.8973 =================

================= Epoch number = 9 ,Size: 0.8987 =================

================= Epoch number = 9 ,Size: 0.9000 =================

================= Epoch number = 9 ,Size: 0.9013 =================

================= Epoch number = 9 ,Size: 0.9027 =================

================= Epoch number = 9 ,Size: 0.9040 =================

================= Epoch number = 9 ,Size: 0.9053 =================

================= Epoch number = 9 ,Size: 0.9067 =================

================= Epoch number = 9 ,Size: 0.9080 =================

================= Epoch number = 9 ,Size: 0.9093 =================

================= Epoch number = 9 ,Size: 0.9107 =================

================= Epoch number = 9 ,Size: 0.9120 =================

================= Epoch number = 9 ,Size: 0.9133 =================

================= Epoch number = 9 ,Size: 0.9147 =================

================= Epoch number = 9 ,Size: 0.9160 =================

================= Epoch number = 9 ,Size: 0.9173 =================

================= Epoch number = 9 ,Size: 0.9187 =================

================= Epoch number = 9 ,Size: 0.9200 =================

================= Epoch number = 9 ,Size: 0.9213 =================
New best validation accuracy: 0.9103 at iteration 6690






================= Epoch number = 9 ,Size: 0.9227 =================

================= Epoch number = 9 ,Size: 0.9240 =================

================= Epoch number = 9 ,Size: 0.9253 =================

================= Epoch number = 9 ,Size: 0.9267 =================

================= Epoch number = 9 ,Size: 0.9280 =================
New best validation accuracy: 0.9106 at iteration 6695






================= Epoch number = 9 ,Size: 0.9293 =================

================= Epoch number = 9 ,Size: 0.9307 =================

================= Epoch number = 9 ,Size: 0.9320 =================

================= Epoch number = 9 ,Size: 0.9333 =================

================= Epoch number = 9 ,Size: 0.9347 =================
New best validation accuracy: 0.9117 at iteration 6700






================= Epoch number = 9 ,Size: 0.9360 =================

================= Epoch number = 9 ,Size: 0.9373 =================

================= Epoch number = 9 ,Size: 0.9387 =================

================= Epoch number = 9 ,Size: 0.9400 =================

================= Epoch number = 9 ,Size: 0.9413 =================

================= Epoch number = 9 ,Size: 0.9427 =================

================= Epoch number = 9 ,Size: 0.9440 =================

================= Epoch number = 9 ,Size: 0.9453 =================

================= Epoch number = 9 ,Size: 0.9467 =================

================= Epoch number = 9 ,Size: 0.9480 =================

================= Epoch number = 9 ,Size: 0.9493 =================

================= Epoch number = 9 ,Size: 0.9507 =================

================= Epoch number = 9 ,Size: 0.9520 =================

================= Epoch number = 9 ,Size: 0.9533 =================

================= Epoch number = 9 ,Size: 0.9547 =================

================= Epoch number = 9 ,Size: 0.9560 =================

================= Epoch number = 9 ,Size: 0.9573 =================

================= Epoch number = 9 ,Size: 0.9587 =================

================= Epoch number = 9 ,Size: 0.9600 =================

================= Epoch number = 9 ,Size: 0.9613 =================

================= Epoch number = 9 ,Size: 0.9627 =================

================= Epoch number = 9 ,Size: 0.9640 =================

================= Epoch number = 9 ,Size: 0.9653 =================

================= Epoch number = 9 ,Size: 0.9667 =================

================= Epoch number = 9 ,Size: 0.9680 =================

================= Epoch number = 9 ,Size: 0.9693 =================

================= Epoch number = 9 ,Size: 0.9707 =================

================= Epoch number = 9 ,Size: 0.9720 =================

================= Epoch number = 9 ,Size: 0.9733 =================

================= Epoch number = 9 ,Size: 0.9747 =================

================= Epoch number = 9 ,Size: 0.9760 =================

================= Epoch number = 9 ,Size: 0.9773 =================

================= Epoch number = 9 ,Size: 0.9787 =================

================= Epoch number = 9 ,Size: 0.9800 =================

================= Epoch number = 9 ,Size: 0.9813 =================

================= Epoch number = 9 ,Size: 0.9827 =================

================= Epoch number = 9 ,Size: 0.9840 =================

================= Epoch number = 9 ,Size: 0.9853 =================

================= Epoch number = 9 ,Size: 0.9867 =================

================= Epoch number = 9 ,Size: 0.9880 =================

================= Epoch number = 9 ,Size: 0.9893 =================

================= Epoch number = 9 ,Size: 0.9907 =================

================= Epoch number = 9 ,Size: 0.9920 =================

================= Epoch number = 9 ,Size: 0.9933 =================

================= Epoch number = 9 ,Size: 0.9947 =================

================= Epoch number = 9 ,Size: 0.9960 =================

================= Epoch number = 9 ,Size: 0.9973 =================

================= Epoch number = 9 ,Size: 0.9987 =================

================= Epoch number = 9 ,Size: 1.0000 =================
Epoch 9 completed. Cost: 0.738895
Epoch 9: Cost = 0.7388949701379941






================= Epoch number = 10 ,Size: 0.0013 =================

================= Epoch number = 10 ,Size: 0.0027 =================

================= Epoch number = 10 ,Size: 0.0040 =================

================= Epoch number = 10 ,Size: 0.0053 =================

================= Epoch number = 10 ,Size: 0.0067 =================

================= Epoch number = 10 ,Size: 0.0080 =================
New best validation accuracy: 0.9127 at iteration 6755






================= Epoch number = 10 ,Size: 0.0093 =================

================= Epoch number = 10 ,Size: 0.0107 =================

================= Epoch number = 10 ,Size: 0.0120 =================

================= Epoch number = 10 ,Size: 0.0133 =================

================= Epoch number = 10 ,Size: 0.0147 =================

================= Epoch number = 10 ,Size: 0.0160 =================

================= Epoch number = 10 ,Size: 0.0173 =================

================= Epoch number = 10 ,Size: 0.0187 =================

================= Epoch number = 10 ,Size: 0.0200 =================

================= Epoch number = 10 ,Size: 0.0213 =================

================= Epoch number = 10 ,Size: 0.0227 =================

================= Epoch number = 10 ,Size: 0.0240 =================

================= Epoch number = 10 ,Size: 0.0253 =================

================= Epoch number = 10 ,Size: 0.0267 =================

================= Epoch number = 10 ,Size: 0.0280 =================

================= Epoch number = 10 ,Size: 0.0293 =================

================= Epoch number = 10 ,Size: 0.0307 =================

================= Epoch number = 10 ,Size: 0.0320 =================

================= Epoch number = 10 ,Size: 0.0333 =================

================= Epoch number = 10 ,Size: 0.0347 =================

================= Epoch number = 10 ,Size: 0.0360 =================

================= Epoch number = 10 ,Size: 0.0373 =================

================= Epoch number = 10 ,Size: 0.0387 =================

================= Epoch number = 10 ,Size: 0.0400 =================

================= Epoch number = 10 ,Size: 0.0413 =================

================= Epoch number = 10 ,Size: 0.0427 =================

================= Epoch number = 10 ,Size: 0.0440 =================

================= Epoch number = 10 ,Size: 0.0453 =================

================= Epoch number = 10 ,Size: 0.0467 =================

================= Epoch number = 10 ,Size: 0.0480 =================

================= Epoch number = 10 ,Size: 0.0493 =================

================= Epoch number = 10 ,Size: 0.0507 =================

================= Epoch number = 10 ,Size: 0.0520 =================

================= Epoch number = 10 ,Size: 0.0533 =================

================= Epoch number = 10 ,Size: 0.0547 =================

================= Epoch number = 10 ,Size: 0.0560 =================

================= Epoch number = 10 ,Size: 0.0573 =================

================= Epoch number = 10 ,Size: 0.0587 =================

================= Epoch number = 10 ,Size: 0.0600 =================

================= Epoch number = 10 ,Size: 0.0613 =================

================= Epoch number = 10 ,Size: 0.0627 =================

================= Epoch number = 10 ,Size: 0.0640 =================

================= Epoch number = 10 ,Size: 0.0653 =================

================= Epoch number = 10 ,Size: 0.0667 =================

================= Epoch number = 10 ,Size: 0.0680 =================

================= Epoch number = 10 ,Size: 0.0693 =================

================= Epoch number = 10 ,Size: 0.0707 =================

================= Epoch number = 10 ,Size: 0.0720 =================

================= Epoch number = 10 ,Size: 0.0733 =================

================= Epoch number = 10 ,Size: 0.0747 =================

================= Epoch number = 10 ,Size: 0.0760 =================

================= Epoch number = 10 ,Size: 0.0773 =================

================= Epoch number = 10 ,Size: 0.0787 =================

================= Epoch number = 10 ,Size: 0.0800 =================

================= Epoch number = 10 ,Size: 0.0813 =================

================= Epoch number = 10 ,Size: 0.0827 =================

================= Epoch number = 10 ,Size: 0.0840 =================

================= Epoch number = 10 ,Size: 0.0853 =================

================= Epoch number = 10 ,Size: 0.0867 =================

================= Epoch number = 10 ,Size: 0.0880 =================

================= Epoch number = 10 ,Size: 0.0893 =================

================= Epoch number = 10 ,Size: 0.0907 =================

================= Epoch number = 10 ,Size: 0.0920 =================

================= Epoch number = 10 ,Size: 0.0933 =================

================= Epoch number = 10 ,Size: 0.0947 =================

================= Epoch number = 10 ,Size: 0.0960 =================

================= Epoch number = 10 ,Size: 0.0973 =================

================= Epoch number = 10 ,Size: 0.0987 =================

================= Epoch number = 10 ,Size: 0.1000 =================

================= Epoch number = 10 ,Size: 0.1013 =================

================= Epoch number = 10 ,Size: 0.1027 =================

================= Epoch number = 10 ,Size: 0.1040 =================

================= Epoch number = 10 ,Size: 0.1053 =================

================= Epoch number = 10 ,Size: 0.1067 =================

================= Epoch number = 10 ,Size: 0.1080 =================

================= Epoch number = 10 ,Size: 0.1093 =================

================= Epoch number = 10 ,Size: 0.1107 =================

================= Epoch number = 10 ,Size: 0.1120 =================

================= Epoch number = 10 ,Size: 0.1133 =================

================= Epoch number = 10 ,Size: 0.1147 =================

================= Epoch number = 10 ,Size: 0.1160 =================

================= Epoch number = 10 ,Size: 0.1173 =================

================= Epoch number = 10 ,Size: 0.1187 =================

================= Epoch number = 10 ,Size: 0.1200 =================

================= Epoch number = 10 ,Size: 0.1213 =================

================= Epoch number = 10 ,Size: 0.1227 =================

================= Epoch number = 10 ,Size: 0.1240 =================

================= Epoch number = 10 ,Size: 0.1253 =================

================= Epoch number = 10 ,Size: 0.1267 =================

================= Epoch number = 10 ,Size: 0.1280 =================

================= Epoch number = 10 ,Size: 0.1293 =================

================= Epoch number = 10 ,Size: 0.1307 =================

================= Epoch number = 10 ,Size: 0.1320 =================

================= Epoch number = 10 ,Size: 0.1333 =================

================= Epoch number = 10 ,Size: 0.1347 =================

================= Epoch number = 10 ,Size: 0.1360 =================

================= Epoch number = 10 ,Size: 0.1373 =================

================= Epoch number = 10 ,Size: 0.1387 =================

================= Epoch number = 10 ,Size: 0.1400 =================

================= Epoch number = 10 ,Size: 0.1413 =================

================= Epoch number = 10 ,Size: 0.1427 =================

================= Epoch number = 10 ,Size: 0.1440 =================

================= Epoch number = 10 ,Size: 0.1453 =================

================= Epoch number = 10 ,Size: 0.1467 =================

================= Epoch number = 10 ,Size: 0.1480 =================

================= Epoch number = 10 ,Size: 0.1493 =================

================= Epoch number = 10 ,Size: 0.1507 =================

================= Epoch number = 10 ,Size: 0.1520 =================

================= Epoch number = 10 ,Size: 0.1533 =================

================= Epoch number = 10 ,Size: 0.1547 =================

================= Epoch number = 10 ,Size: 0.1560 =================

================= Epoch number = 10 ,Size: 0.1573 =================

================= Epoch number = 10 ,Size: 0.1587 =================

================= Epoch number = 10 ,Size: 0.1600 =================

================= Epoch number = 10 ,Size: 0.1613 =================

================= Epoch number = 10 ,Size: 0.1627 =================

================= Epoch number = 10 ,Size: 0.1640 =================

================= Epoch number = 10 ,Size: 0.1653 =================

================= Epoch number = 10 ,Size: 0.1667 =================

================= Epoch number = 10 ,Size: 0.1680 =================

================= Epoch number = 10 ,Size: 0.1693 =================

================= Epoch number = 10 ,Size: 0.1707 =================

================= Epoch number = 10 ,Size: 0.1720 =================

================= Epoch number = 10 ,Size: 0.1733 =================

================= Epoch number = 10 ,Size: 0.1747 =================

================= Epoch number = 10 ,Size: 0.1760 =================

================= Epoch number = 10 ,Size: 0.1773 =================

================= Epoch number = 10 ,Size: 0.1787 =================

================= Epoch number = 10 ,Size: 0.1800 =================

================= Epoch number = 10 ,Size: 0.1813 =================

================= Epoch number = 10 ,Size: 0.1827 =================

================= Epoch number = 10 ,Size: 0.1840 =================

================= Epoch number = 10 ,Size: 0.1853 =================

================= Epoch number = 10 ,Size: 0.1867 =================

================= Epoch number = 10 ,Size: 0.1880 =================

================= Epoch number = 10 ,Size: 0.1893 =================

================= Epoch number = 10 ,Size: 0.1907 =================

================= Epoch number = 10 ,Size: 0.1920 =================

================= Epoch number = 10 ,Size: 0.1933 =================

================= Epoch number = 10 ,Size: 0.1947 =================

================= Epoch number = 10 ,Size: 0.1960 =================

================= Epoch number = 10 ,Size: 0.1973 =================

================= Epoch number = 10 ,Size: 0.1987 =================

================= Epoch number = 10 ,Size: 0.2000 =================

================= Epoch number = 10 ,Size: 0.2013 =================

================= Epoch number = 10 ,Size: 0.2027 =================

================= Epoch number = 10 ,Size: 0.2040 =================

================= Epoch number = 10 ,Size: 0.2053 =================

================= Epoch number = 10 ,Size: 0.2067 =================

================= Epoch number = 10 ,Size: 0.2080 =================

================= Epoch number = 10 ,Size: 0.2093 =================

================= Epoch number = 10 ,Size: 0.2107 =================

================= Epoch number = 10 ,Size: 0.2120 =================

================= Epoch number = 10 ,Size: 0.2133 =================

================= Epoch number = 10 ,Size: 0.2147 =================

================= Epoch number = 10 ,Size: 0.2160 =================

================= Epoch number = 10 ,Size: 0.2173 =================

================= Epoch number = 10 ,Size: 0.2187 =================

================= Epoch number = 10 ,Size: 0.2200 =================

================= Epoch number = 10 ,Size: 0.2213 =================

================= Epoch number = 10 ,Size: 0.2227 =================

================= Epoch number = 10 ,Size: 0.2240 =================

================= Epoch number = 10 ,Size: 0.2253 =================

================= Epoch number = 10 ,Size: 0.2267 =================

================= Epoch number = 10 ,Size: 0.2280 =================

================= Epoch number = 10 ,Size: 0.2293 =================

================= Epoch number = 10 ,Size: 0.2307 =================

================= Epoch number = 10 ,Size: 0.2320 =================

================= Epoch number = 10 ,Size: 0.2333 =================

